,speech
6800,"{'sdr': 4.137374758720398, 'r2': 0.7216508984565735, 'rmse': 0.03492458}"
6801,"{'sdr': 1.4129844307899475, 'r2': 0.5806278586387634, 'rmse': 0.047791515}"
6802,"{'sdr': 4.057895541191101, 'r2': 0.7179567813873291, 'rmse': 0.035245627}"
6803,"{'sdr': 6.775888800621033, 'r2': 0.8263828456401825, 'rmse': 0.025775412}"
6804,"{'sdr': 2.240225672721863, 'r2': 0.6261723041534424, 'rmse': 0.043449894}"
6805,"{'sdr': 2.0065107941627502, 'r2': 0.6134954392910004, 'rmse': 0.04463489}"
6806,"{'sdr': 2.884097695350647, 'r2': 0.6601775884628296, 'rmse': 0.040345497}"
6807,"{'sdr': 5.222233533859253, 'r2': 0.7689620554447174, 'rmse': 0.030823952}"
6808,"{'sdr': 5.314042568206787, 'r2': 0.7726975977420807, 'rmse': 0.03049986}"
6809,"{'sdr': 2.934984862804413, 'r2': 0.6628046333789825, 'rmse': 0.040109828}"
6810,"{'sdr': 4.843292236328125, 'r2': 0.7530985176563263, 'rmse': 0.03219848}"
6811,"{'sdr': 4.107344746589661, 'r2': 0.7202586829662323, 'rmse': 0.03504555}"
6812,"{'sdr': 3.262127637863159, 'r2': 0.6794255375862122, 'rmse': 0.038627233}"
6813,"{'sdr': 7.305805087089539, 'r2': 0.8431993573904037, 'rmse': 0.024249889}"
6814,"{'sdr': 8.311681747436523, 'r2': 0.8714495152235031, 'rmse': 0.02159812}"
6815,"{'sdr': 5.517094135284424, 'r2': 0.7808092385530472, 'rmse': 0.02979513}"
6816,"{'sdr': 4.840896427631378, 'r2': 0.7529963552951813, 'rmse': 0.032207366}"
6817,"{'sdr': 2.4324093759059906, 'r2': 0.6364715993404388, 'rmse': 0.04249908}"
6818,"{'sdr': 5.366338491439819, 'r2': 0.7748030573129654, 'rmse': 0.030316781}"
6819,"{'sdr': 4.240765273571014, 'r2': 0.7264057993888855, 'rmse': 0.03451133}"
6820,"{'sdr': 4.444151520729065, 'r2': 0.7356157004833221, 'rmse': 0.033712614}"
6821,"{'sdr': 4.519035518169403, 'r2': 0.7389554083347321, 'rmse': 0.033423215}"
6822,"{'sdr': 4.387759566307068, 'r2': 0.73308265209198, 'rmse': 0.033932198}"
6823,"{'sdr': 2.5558188557624817, 'r2': 0.643020749092102, 'rmse': 0.04189952}"
6824,"{'sdr': 3.7691769003868103, 'r2': 0.7043051719665527, 'rmse': 0.03643688}"
6825,"{'sdr': 4.274123013019562, 'r2': 0.7279313802719116, 'rmse': 0.03437905}"
6826,"{'sdr': 2.193906456232071, 'r2': 0.6236730217933655, 'rmse': 0.043682225}"
6827,"{'sdr': 3.3073535561561584, 'r2': 0.68168905377388, 'rmse': 0.038426634}"
6828,"{'sdr': 4.8995161056518555, 'r2': 0.7554976940155029, 'rmse': 0.031990737}"
6829,"{'sdr': 2.7935966849327087, 'r2': 0.6554876565933228, 'rmse': 0.040768072}"
6830,"{'sdr': 2.454576939344406, 'r2': 0.6376517713069916, 'rmse': 0.042390764}"
6831,"{'sdr': 3.7250635027885437, 'r2': 0.7021825313568115, 'rmse': 0.036622405}"
6832,"{'sdr': 6.215866208076477, 'r2': 0.8070968389511108, 'rmse': 0.027492026}"
6833,"{'sdr': 4.398738443851471, 'r2': 0.7335762083530426, 'rmse': 0.033889335}"
6834,"{'sdr': 2.4253958463668823, 'r2': 0.6360979974269867, 'rmse': 0.04253341}"
6835,"{'sdr': 5.146382451057434, 'r2': 0.7658434510231018, 'rmse': 0.031094309}"
6836,"{'sdr': 1.2693718075752258, 'r2': 0.5725553333759308, 'rmse': 0.048588272}"
6837,"{'sdr': 4.272855222225189, 'r2': 0.7278732657432556, 'rmse': 0.034384068}"
6838,"{'sdr': 1.6018955409526825, 'r2': 0.5911813378334045, 'rmse': 0.04676331}"
6839,"{'sdr': 5.719206929206848, 'r2': 0.7886648178100586, 'rmse': 0.029109832}"
6840,"{'sdr': 2.4649740755558014, 'r2': 0.6382048726081848, 'rmse': 0.042340048}"
6841,"{'sdr': 4.296719133853912, 'r2': 0.7289608418941498, 'rmse': 0.034289733}"
6842,"{'sdr': 4.054538607597351, 'r2': 0.7178033888339996, 'rmse': 0.03525925}"
6843,"{'sdr': 1.1983616650104523, 'r2': 0.5685487687587738, 'rmse': 0.048987124}"
6844,"{'sdr': 7.826627492904663, 'r2': 0.8584110885858536, 'rmse': 0.022838553}"
6845,"{'sdr': 5.805483460426331, 'r2': 0.791953518986702, 'rmse': 0.028822113}"
6846,"{'sdr': 4.258222877979279, 'r2': 0.7272055447101593, 'rmse': 0.034442034}"
6847,"{'sdr': 2.3695166409015656, 'r2': 0.6331138610839844, 'rmse': 0.04280792}"
6848,"{'sdr': 8.011203408241272, 'r2': 0.8634976446628571, 'rmse': 0.022358354}"
6849,"{'sdr': 5.266858339309692, 'r2': 0.7707831561565399, 'rmse': 0.030665997}"
6850,"{'sdr': 4.434646666049957, 'r2': 0.7351859509944916, 'rmse': 0.033749525}"
6851,"{'sdr': 3.4645116329193115, 'r2': 0.689490020275116, 'rmse': 0.037737615}"
6852,"{'sdr': 2.165570557117462, 'r2': 0.62213996052742, 'rmse': 0.043824952}"
6853,"{'sdr': 6.003316640853882, 'r2': 0.7993624359369278, 'rmse': 0.02817307}"
6854,"{'sdr': 5.551319718360901, 'r2': 0.7821498066186905, 'rmse': 0.02967796}"
6855,"{'sdr': 2.258090227842331, 'r2': 0.627135306596756, 'rmse': 0.04336062}"
6856,"{'sdr': 1.613251119852066, 'r2': 0.5918128192424774, 'rmse': 0.046702217}"
6857,"{'sdr': 4.136318266391754, 'r2': 0.7216019928455353, 'rmse': 0.034928836}"
6858,"{'sdr': 3.6341965198516846, 'r2': 0.697791576385498, 'rmse': 0.03700754}"
6859,"{'sdr': 5.289216637611389, 'r2': 0.7716903686523438, 'rmse': 0.030587161}"
6860,"{'sdr': 5.717908143997192, 'r2': 0.7886130511760712, 'rmse': 0.029114183}"
6861,"{'sdr': 4.652683138847351, 'r2': 0.74484783411026, 'rmse': 0.03291288}"
6862,"{'sdr': 6.29600465297699, 'r2': 0.8099540919065475, 'rmse': 0.027239544}"
6863,"{'sdr': 4.234685301780701, 'r2': 0.7261322438716888, 'rmse': 0.034535497}"
6864,"{'sdr': 2.7673763036727905, 'r2': 0.6541233360767365, 'rmse': 0.040891327}"
6865,"{'sdr': 5.304036736488342, 'r2': 0.7722929269075394, 'rmse': 0.03053502}"
6866,"{'sdr': 2.680864930152893, 'r2': 0.6496074199676514, 'rmse': 0.04130064}"
6867,"{'sdr': 5.154018998146057, 'r2': 0.7661614269018173, 'rmse': 0.031066984}"
6868,"{'sdr': 3.326033651828766, 'r2': 0.6826200485229492, 'rmse': 0.038344078}"
6869,"{'sdr': 3.0831682682037354, 'r2': 0.6703847348690033, 'rmse': 0.039431345}"
6870,"{'sdr': 10.078728199005127, 'r2': 0.9105780124664307, 'rmse': 0.017622342}"
6871,"{'sdr': 6.540240049362183, 'r2': 0.818459764122963, 'rmse': 0.02648427}"
6872,"{'sdr': 4.05776709318161, 'r2': 0.7179551422595978, 'rmse': 0.03524615}"
6873,"{'sdr': 5.168180465698242, 'r2': 0.7667417675256729, 'rmse': 0.031016372}"
6874,"{'sdr': 2.7845299243927, 'r2': 0.6550156474113464, 'rmse': 0.04081065}"
6875,"{'sdr': 3.613719642162323, 'r2': 0.6967957317829132, 'rmse': 0.037094884}"
6876,"{'sdr': 4.670438468456268, 'r2': 0.7456243336200714, 'rmse': 0.032845665}"
6877,"{'sdr': 2.2098903357982635, 'r2': 0.6245359480381012, 'rmse': 0.043601904}"
6878,"{'sdr': 4.025084674358368, 'r2': 0.7164276242256165, 'rmse': 0.03537902}"
6879,"{'sdr': 4.6004751324653625, 'r2': 0.7425566017627716, 'rmse': 0.0331113}"
6880,"{'sdr': 3.793836832046509, 'r2': 0.7054865956306458, 'rmse': 0.03633358}"
6881,"{'sdr': 4.630296230316162, 'r2': 0.7438674569129944, 'rmse': 0.032997817}"
6882,"{'sdr': 3.4307408332824707, 'r2': 0.6878209114074707, 'rmse': 0.037884623}"
6883,"{'sdr': 3.1197720766067505, 'r2': 0.6722446978092194, 'rmse': 0.03926552}"
6884,"{'sdr': 2.4809300899505615, 'r2': 0.6390545666217804, 'rmse': 0.042262334}"
6885,"{'sdr': 3.270411491394043, 'r2': 0.6798406541347504, 'rmse': 0.03859042}"
6886,"{'sdr': 7.33948826789856, 'r2': 0.8442215621471405, 'rmse': 0.02415603}"
6887,"{'sdr': 3.5188624262809753, 'r2': 0.6921619176864624, 'rmse': 0.037502218}"
6888,"{'sdr': 5.818948745727539, 'r2': 0.7924673557281494, 'rmse': 0.028777465}"
6889,"{'sdr': 2.5829046964645386, 'r2': 0.644450843334198, 'rmse': 0.041769072}"
6890,"{'sdr': 4.090349972248077, 'r2': 0.7194714844226837, 'rmse': 0.03511418}"
6891,"{'sdr': 1.7503996193408966, 'r2': 0.5994200110435486, 'rmse': 0.045970585}"
6892,"{'sdr': 4.165907502174377, 'r2': 0.7229685485363007, 'rmse': 0.03481005}"
6893,"{'sdr': 1.4038409292697906, 'r2': 0.5801151096820831, 'rmse': 0.047841854}"
6894,"{'sdr': 4.536210000514984, 'r2': 0.7397187650203705, 'rmse': 0.033357196}"
6895,"{'sdr': 2.945343852043152, 'r2': 0.6633354723453522, 'rmse': 0.04006202}"
6896,"{'sdr': 6.197147369384766, 'r2': 0.8064249008893967, 'rmse': 0.027551336}"
6897,"{'sdr': 4.6870386600494385, 'r2': 0.7463464438915253, 'rmse': 0.032782953}"
6898,"{'sdr': 4.5652273297309875, 'r2': 0.7410021126270294, 'rmse': 0.033245943}"
6899,"{'sdr': 1.332467943429947, 'r2': 0.5761074721813202, 'rmse': 0.048236594}"
6900,"{'sdr': 4.503405392169952, 'r2': 0.7382605969905853, 'rmse': 0.033483416}"
6901,"{'sdr': 3.2051169872283936, 'r2': 0.6765596866607666, 'rmse': 0.038881607}"
6902,"{'sdr': 2.476607859134674, 'r2': 0.6388238072395325, 'rmse': 0.042283375}"
6903,"{'sdr': 4.968088865280151, 'r2': 0.7584028542041779, 'rmse': 0.031739168}"
6904,"{'sdr': 3.070550858974457, 'r2': 0.6697425842285156, 'rmse': 0.039488666}"
6905,"{'sdr': 2.214849144220352, 'r2': 0.6248061656951904, 'rmse': 0.043577023}"
6906,"{'sdr': 1.8133309483528137, 'r2': 0.602893203496933, 'rmse': 0.045638718}"
6907,"{'sdr': 6.277644038200378, 'r2': 0.8093011975288391, 'rmse': 0.027297182}"
6908,"{'sdr': 2.5062373280525208, 'r2': 0.6403957903385162, 'rmse': 0.04213938}"
6909,"{'sdr': 5.92612624168396, 'r2': 0.7964966893196106, 'rmse': 0.028424555}"
6910,"{'sdr': 4.673494100570679, 'r2': 0.7457557022571564, 'rmse': 0.032834116}"
6911,"{'sdr': 3.5621261596679688, 'r2': 0.6942808330059052, 'rmse': 0.037315883}"
6912,"{'sdr': 3.568635880947113, 'r2': 0.6945996582508087, 'rmse': 0.037287924}"
6913,"{'sdr': 4.878433346748352, 'r2': 0.7546005398035049, 'rmse': 0.032068476}"
6914,"{'sdr': 7.9483044147491455, 'r2': 0.8617810308933258, 'rmse': 0.022520848}"
6915,"{'sdr': 5.6715404987335205, 'r2': 0.7868296504020691, 'rmse': 0.02927002}"
6916,"{'sdr': 1.4833039045333862, 'r2': 0.5845710635185242, 'rmse': 0.047406167}"
6917,"{'sdr': 2.708628475666046, 'r2': 0.6510568857192993, 'rmse': 0.041168842}"
6918,"{'sdr': 3.3489692211151123, 'r2': 0.6837646663188934, 'rmse': 0.038242966}"
6919,"{'sdr': 3.9674463868141174, 'r2': 0.7137257754802704, 'rmse': 0.035614565}"
6920,"{'sdr': 4.466042518615723, 'r2': 0.7365942895412445, 'rmse': 0.033627756}"
6921,"{'sdr': 7.871003746986389, 'r2': 0.8596467822790146, 'rmse': 0.022722172}"
6922,"{'sdr': 3.7831729650497437, 'r2': 0.7049765884876251, 'rmse': 0.036378212}"
6923,"{'sdr': 4.261211454868317, 'r2': 0.7273438274860382, 'rmse': 0.03443019}"
6924,"{'sdr': 2.6585975289344788, 'r2': 0.6484346091747284, 'rmse': 0.041406654}"
6925,"{'sdr': 3.4443512558937073, 'r2': 0.6884960830211639, 'rmse': 0.037825305}"
6926,"{'sdr': 8.393035531044006, 'r2': 0.8735333234071732, 'rmse': 0.021396771}"
6927,"{'sdr': 5.505967140197754, 'r2': 0.7803648710250854, 'rmse': 0.029833324}"
6928,"{'sdr': 6.206804513931274, 'r2': 0.8067716658115387, 'rmse': 0.02752072}"
6929,"{'sdr': 0.7122565805912018, 'r2': 0.540909081697464, 'rmse': 0.05180685}"
6930,"{'sdr': 3.1833291053771973, 'r2': 0.6754639148712158, 'rmse': 0.038979255}"
6931,"{'sdr': 7.644278407096863, 'r2': 0.8532296121120453, 'rmse': 0.02332309}"
6932,"{'sdr': 4.848487079143524, 'r2': 0.753320723772049, 'rmse': 0.032179233}"
6933,"{'sdr': 6.79827094078064, 'r2': 0.8271207809448242, 'rmse': 0.025709078}"
6934,"{'sdr': 4.6483829617500305, 'r2': 0.7446595132350922, 'rmse': 0.03292918}"
6935,"{'sdr': 4.877961277961731, 'r2': 0.7545804083347321, 'rmse': 0.032070223}"
6936,"{'sdr': 3.272196054458618, 'r2': 0.6799303293228149, 'rmse': 0.03858249}"
6937,"{'sdr': 1.6463302075862885, 'r2': 0.5936562418937683, 'rmse': 0.046524692}"
6938,"{'sdr': 3.969046473503113, 'r2': 0.713797926902771, 'rmse': 0.03560801}"
6939,"{'sdr': 4.3692547082901, 'r2': 0.7322475016117096, 'rmse': 0.03400457}"
6940,"{'sdr': 7.929266095161438, 'r2': 0.8612560331821442, 'rmse': 0.022570271}"
6941,"{'sdr': 5.38908839225769, 'r2': 0.7757177650928497, 'rmse': 0.030237483}"
6942,"{'sdr': 2.2960707545280457, 'r2': 0.6291774213314056, 'rmse': 0.043171436}"
6943,"{'sdr': 5.507831573486328, 'r2': 0.7804387360811234, 'rmse': 0.029826928}"
6944,"{'sdr': 2.751580774784088, 'r2': 0.6532978713512421, 'rmse': 0.040965755}"
6945,"{'sdr': 4.364908933639526, 'r2': 0.7320515811443329, 'rmse': 0.03402159}"
6946,"{'sdr': 2.2942622005939484, 'r2': 0.6290792226791382, 'rmse': 0.043180417}"
6947,"{'sdr': 3.2977166771888733, 'r2': 0.681207150220871, 'rmse': 0.038469292}"
6948,"{'sdr': 7.68918514251709, 'r2': 0.8545183539390564, 'rmse': 0.023202822}"
6949,"{'sdr': 3.8922852277755737, 'r2': 0.7101743817329407, 'rmse': 0.03592409}"
6950,"{'sdr': 2.361717075109482, 'r2': 0.6326984763145447, 'rmse': 0.042846378}"
6951,"{'sdr': 1.4232215285301208, 'r2': 0.5812017321586609, 'rmse': 0.047735218}"
6952,"{'sdr': 2.219049483537674, 'r2': 0.6250303685665131, 'rmse': 0.043555953}"
6953,"{'sdr': 6.432303786277771, 'r2': 0.8147374987602234, 'rmse': 0.026815435}"
6954,"{'sdr': 3.1983810663223267, 'r2': 0.6762199401855469, 'rmse': 0.03891177}"
6955,"{'sdr': 4.941977858543396, 'r2': 0.7572998255491257, 'rmse': 0.03183473}"
6956,"{'sdr': 4.3338096141815186, 'r2': 0.730645477771759, 'rmse': 0.034143616}"
6957,"{'sdr': 4.881546497344971, 'r2': 0.7547324597835541, 'rmse': 0.032056987}"
6958,"{'sdr': 1.9855867326259613, 'r2': 0.61234912276268, 'rmse': 0.044742543}"
6959,"{'sdr': 3.5947012901306152, 'r2': 0.6958704888820648, 'rmse': 0.037176196}"
6960,"{'sdr': 5.429955720901489, 'r2': 0.7773506492376328, 'rmse': 0.030095544}"
6961,"{'sdr': 1.7117035388946533, 'r2': 0.5972774922847748, 'rmse': 0.04617584}"
6962,"{'sdr': 10.108733177185059, 'r2': 0.911139003932476, 'rmse': 0.01756157}"
6963,"{'sdr': 6.134108304977417, 'r2': 0.8041497319936752, 'rmse': 0.027752021}"
6964,"{'sdr': 6.439964771270752, 'r2': 0.8150039911270142, 'rmse': 0.02679179}"
6965,"{'sdr': 2.2962014377117157, 'r2': 0.6291850507259369, 'rmse': 0.043170787}"
6966,"{'sdr': 4.491529166698456, 'r2': 0.7377319931983948, 'rmse': 0.033529226}"
6967,"{'sdr': 6.555308103561401, 'r2': 0.8189749717712402, 'rmse': 0.026438365}"
6968,"{'sdr': 2.298789918422699, 'r2': 0.6293271481990814, 'rmse': 0.043157924}"
6969,"{'sdr': 3.076035976409912, 'r2': 0.670021653175354, 'rmse': 0.03946374}"
6970,"{'sdr': 4.803018569946289, 'r2': 0.7513701617717743, 'rmse': 0.03234813}"
6971,"{'sdr': 6.008020043373108, 'r2': 0.7995356917381287, 'rmse': 0.028157819}"
6972,"{'sdr': 5.688993334770203, 'r2': 0.7875028997659683, 'rmse': 0.029211264}"
6973,"{'sdr': 3.987880051136017, 'r2': 0.7146840691566467, 'rmse': 0.035530884}"
6974,"{'sdr': 5.7608962059021, 'r2': 0.7902603000402451, 'rmse': 0.028970446}"
6975,"{'sdr': 2.363909035921097, 'r2': 0.6328142881393433, 'rmse': 0.042835575}"
6976,"{'sdr': 2.081432044506073, 'r2': 0.6175748407840729, 'rmse': 0.04425154}"
6977,"{'sdr': 4.920203387737274, 'r2': 0.756377562880516, 'rmse': 0.031914633}"
6978,"{'sdr': 6.59712553024292, 'r2': 0.8203975409269333, 'rmse': 0.026311388}"
6979,"{'sdr': 1.9985918700695038, 'r2': 0.6130599081516266, 'rmse': 0.044675604}"
6980,"{'sdr': 5.804450511932373, 'r2': 0.7919178009033203, 'rmse': 0.028825542}"
6981,"{'sdr': 3.5559651255607605, 'r2': 0.6939911246299744, 'rmse': 0.037342362}"
6982,"{'sdr': 6.574458479881287, 'r2': 0.8196278959512711, 'rmse': 0.02638014}"
6983,"{'sdr': 6.853848099708557, 'r2': 0.8289432674646378, 'rmse': 0.025545102}"
6984,"{'sdr': 2.276906967163086, 'r2': 0.6281476318836212, 'rmse': 0.043266788}"
6985,"{'sdr': 5.172744989395142, 'r2': 0.7669320553541183, 'rmse': 0.031000078}"
6986,"{'sdr': 6.276419758796692, 'r2': 0.8092585355043411, 'rmse': 0.02730103}"
6987,"{'sdr': 8.04585337638855, 'r2': 0.864435613155365, 'rmse': 0.022269342}"
6988,"{'sdr': 0.8238330483436584, 'r2': 0.5472817420959473, 'rmse': 0.05114561}"
6989,"{'sdr': 3.802141547203064, 'r2': 0.7058875560760498, 'rmse': 0.036298852}"
6990,"{'sdr': 1.7495650053024292, 'r2': 0.5993728935718536, 'rmse': 0.045975003}"
6991,"{'sdr': 3.2542866468429565, 'r2': 0.679032564163208, 'rmse': 0.03866212}"
6992,"{'sdr': 4.199176728725433, 'r2': 0.7245003879070282, 'rmse': 0.034676973}"
6993,"{'sdr': 5.200766921043396, 'r2': 0.7680725157260895, 'rmse': 0.030900227}"
6994,"{'sdr': 4.746546447277069, 'r2': 0.7489331662654877, 'rmse': 0.032559127}"
6995,"{'sdr': 7.047979831695557, 'r2': 0.8351885080337524, 'rmse': 0.024980493}"
6996,"{'sdr': 3.605659604072571, 'r2': 0.6964042484760284, 'rmse': 0.037129324}"
6997,"{'sdr': 3.866209387779236, 'r2': 0.70893195271492, 'rmse': 0.0360321}"
6998,"{'sdr': 3.9384302496910095, 'r2': 0.7123565971851349, 'rmse': 0.03573374}"
6999,"{'sdr': 4.277023375034332, 'r2': 0.7280625402927399, 'rmse': 0.034367576}"
7000,"{'sdr': 4.435282349586487, 'r2': 0.7352280020713806, 'rmse': 0.033747062}"
7001,"{'sdr': 8.041408061981201, 'r2': 0.8643154203891754, 'rmse': 0.022280738}"
7002,"{'sdr': 4.01367723941803, 'r2': 0.7158914506435394, 'rmse': 0.03542551}"
7003,"{'sdr': 1.5164469182491302, 'r2': 0.5864172577857971, 'rmse': 0.04722562}"
7004,"{'sdr': 7.533578276634216, 'r2': 0.8500093519687653, 'rmse': 0.023622243}"
7005,"{'sdr': 2.3190946877002716, 'r2': 0.630413681268692, 'rmse': 0.043057147}"
7006,"{'sdr': 6.6895657777786255, 'r2': 0.8235117942094803, 'rmse': 0.02603285}"
7007,"{'sdr': 3.945184648036957, 'r2': 0.7126755118370056, 'rmse': 0.035705965}"
7008,"{'sdr': 2.4718697369098663, 'r2': 0.6385716795921326, 'rmse': 0.04230644}"
7009,"{'sdr': 4.1635823249816895, 'r2': 0.7228613495826721, 'rmse': 0.03481937}"
7010,"{'sdr': 2.0680443942546844, 'r2': 0.616846352815628, 'rmse': 0.044319797}"
7011,"{'sdr': 4.462898373603821, 'r2': 0.7364541888237, 'rmse': 0.033639934}"
7012,"{'sdr': 4.575919806957245, 'r2': 0.7414663136005402, 'rmse': 0.033205044}"
7013,"{'sdr': 2.375093400478363, 'r2': 0.6334125995635986, 'rmse': 0.04278045}"
7014,"{'sdr': 4.2190492153167725, 'r2': 0.7254144251346588, 'rmse': 0.034597725}"
7015,"{'sdr': 7.637685537338257, 'r2': 0.8530392944812775, 'rmse': 0.023340799}"
7016,"{'sdr': 2.07894429564476, 'r2': 0.6174395382404327, 'rmse': 0.04426422}"
7017,"{'sdr': 0.9726915508508682, 'r2': 0.5557597577571869, 'rmse': 0.050276544}"
7018,"{'sdr': 2.3806141316890717, 'r2': 0.6337085366249084, 'rmse': 0.042753268}"
7019,"{'sdr': 3.1296566128730774, 'r2': 0.6727451980113983, 'rmse': 0.03922087}"
7020,"{'sdr': 3.986644744873047, 'r2': 0.7146260142326355, 'rmse': 0.03553594}"
7021,"{'sdr': 3.1161507964134216, 'r2': 0.672066867351532, 'rmse': 0.03928191}"
7022,"{'sdr': 1.3972456753253937, 'r2': 0.5797452628612518, 'rmse': 0.047878183}"
7023,"{'sdr': 5.186195373535156, 'r2': 0.7674854397773743, 'rmse': 0.030952109}"
7024,"{'sdr': 8.014547228813171, 'r2': 0.8635884672403336, 'rmse': 0.02234975}"
7025,"{'sdr': 5.947235822677612, 'r2': 0.7972817867994308, 'rmse': 0.02835556}"
7026,"{'sdr': 5.732331275939941, 'r2': 0.7891690135002136, 'rmse': 0.029065879}"
7027,"{'sdr': 7.536994814872742, 'r2': 0.8501070141792297, 'rmse': 0.023612952}"
7028,"{'sdr': 1.9589976966381073, 'r2': 0.6108949780464172, 'rmse': 0.04487972}"
7029,"{'sdr': 4.1849517822265625, 'r2': 0.7238437235355377, 'rmse': 0.03473381}"
7030,"{'sdr': 6.988207101821899, 'r2': 0.8332900106906891, 'rmse': 0.025152994}"
7031,"{'sdr': 5.533933043479919, 'r2': 0.7814669013023376, 'rmse': 0.029737426}"
7032,"{'sdr': 4.068535566329956, 'r2': 0.7184550762176514, 'rmse': 0.035202485}"
7033,"{'sdr': 3.6347201466560364, 'r2': 0.6978162825107574, 'rmse': 0.03700531}"
7034,"{'sdr': 6.823789477348328, 'r2': 0.8279588222503662, 'rmse': 0.025633655}"
7035,"{'sdr': 8.20707380771637, 'r2': 0.8687270879745483, 'rmse': 0.021859806}"
7036,"{'sdr': 4.193916022777557, 'r2': 0.7242583334445953, 'rmse': 0.034697987}"
7037,"{'sdr': 3.0952972173690796, 'r2': 0.6710014343261719, 'rmse': 0.03937632}"
7038,"{'sdr': 4.605019688606262, 'r2': 0.7427567541599274, 'rmse': 0.033093985}"
7039,"{'sdr': 2.6767128705978394, 'r2': 0.6493904292583466, 'rmse': 0.041320384}"
7040,"{'sdr': 4.1270968317985535, 'r2': 0.7211751639842987, 'rmse': 0.03496594}"
7041,"{'sdr': 2.9976993799209595, 'r2': 0.666021466255188, 'rmse': 0.039821263}"
7042,"{'sdr': 3.009237051010132, 'r2': 0.6666124761104584, 'rmse': 0.039768413}"
7043,"{'sdr': 1.8454986810684204, 'r2': 0.6046650111675262, 'rmse': 0.045470014}"
7044,"{'sdr': 4.422627091407776, 'r2': 0.734650582075119, 'rmse': 0.033796255}"
7045,"{'sdr': 2.5516974925994873, 'r2': 0.642802357673645, 'rmse': 0.04191941}"
7046,"{'sdr': 2.229166328907013, 'r2': 0.6255764961242676, 'rmse': 0.043505244}"
7047,"{'sdr': 3.9323431253433228, 'r2': 0.7120722532272339, 'rmse': 0.035758797}"
7048,"{'sdr': 3.5652217268943787, 'r2': 0.6944321691989899, 'rmse': 0.03730258}"
7049,"{'sdr': 5.486586093902588, 'r2': 0.7795995026826859, 'rmse': 0.029899966}"
7050,"{'sdr': 3.2954418659210205, 'r2': 0.6810934245586395, 'rmse': 0.038479365}"
7051,"{'sdr': 6.982315182685852, 'r2': 0.8330984562635422, 'rmse': 0.025170062}"
7052,"{'sdr': 4.669330716133118, 'r2': 0.7455756664276123, 'rmse': 0.032849852}"
7053,"{'sdr': 2.19997301697731, 'r2': 0.6240004897117615, 'rmse': 0.043651726}"
7054,"{'sdr': 2.2415903210639954, 'r2': 0.62624591588974, 'rmse': 0.043443065}"
7055,"{'sdr': 2.0867522060871124, 'r2': 0.6178640425205231, 'rmse': 0.044224452}"
7056,"{'sdr': 1.9713757932186127, 'r2': 0.6115722060203552, 'rmse': 0.044815805}"
7057,"{'sdr': 4.812348783016205, 'r2': 0.7517691552639008, 'rmse': 0.0323134}"
7058,"{'sdr': 5.060325860977173, 'r2': 0.7622592449188232, 'rmse': 0.031403907}"
7059,"{'sdr': 10.610193014144897, 'r2': 0.9200519546866417, 'rmse': 0.016576404}"
7060,"{'sdr': 4.150816202163696, 'r2': 0.7222756445407867, 'rmse': 0.03487058}"
7061,"{'sdr': 3.5282734036445618, 'r2': 0.692624032497406, 'rmse': 0.037461597}"
7062,"{'sdr': 3.4555912017822266, 'r2': 0.6890483498573303, 'rmse': 0.03777639}"
7063,"{'sdr': 1.7295899987220764, 'r2': 0.5982678830623627, 'rmse': 0.04608085}"
7064,"{'sdr': 7.246602177619934, 'r2': 0.8413880467414856, 'rmse': 0.02441574}"
7065,"{'sdr': 10.159212350845337, 'r2': 0.9120751172304153, 'rmse': 0.017459804}"
7066,"{'sdr': 6.307976245880127, 'r2': 0.8103781193494797, 'rmse': 0.027202025}"
7067,"{'sdr': 1.8667992949485779, 'r2': 0.6058370172977448, 'rmse': 0.045358643}"
7068,"{'sdr': 2.2130754590034485, 'r2': 0.6247091591358185, 'rmse': 0.043585923}"
7069,"{'sdr': 7.105164527893066, 'r2': 0.836993470788002, 'rmse': 0.024816573}"
7070,"{'sdr': 4.432330131530762, 'r2': 0.7350850105285645, 'rmse': 0.03375853}"
7071,"{'sdr': 1.3155394792556763, 'r2': 0.5751546323299408, 'rmse': 0.048330694}"
7072,"{'sdr': 4.720305800437927, 'r2': 0.7477955222129822, 'rmse': 0.03265764}"
7073,"{'sdr': 3.594042658805847, 'r2': 0.6958383321762085, 'rmse': 0.037179016}"
7074,"{'sdr': 2.603566348552704, 'r2': 0.6455404758453369, 'rmse': 0.04166983}"
7075,"{'sdr': 7.202370762825012, 'r2': 0.8400238007307053, 'rmse': 0.024540395}"
7076,"{'sdr': 4.761959910392761, 'r2': 0.7495996057987213, 'rmse': 0.032501396}"
7077,"{'sdr': 4.775861203670502, 'r2': 0.7502007931470871, 'rmse': 0.03244942}"
7078,"{'sdr': 3.2307323813438416, 'r2': 0.677848607301712, 'rmse': 0.03876711}"
7079,"{'sdr': 4.669354259967804, 'r2': 0.7455730140209198, 'rmse': 0.032849766}"
7080,"{'sdr': 1.3566072285175323, 'r2': 0.5774638950824738, 'rmse': 0.048102714}"
7081,"{'sdr': 3.6919447779655457, 'r2': 0.7005884349346161, 'rmse': 0.03676231}"
7082,"{'sdr': 4.425229430198669, 'r2': 0.7347671687602997, 'rmse': 0.03378614}"
7083,"{'sdr': 0.6847359240055084, 'r2': 0.5393348634243011, 'rmse': 0.051971253}"
