,speech
6012,"{'sdr': -1.0750963538885117, 'r2': 0.43842703104019165, 'rmse': 0.06364361}"
6013,"{'sdr': -1.4727495610713959, 'r2': 0.4160248041152954, 'rmse': 0.066625044}"
6014,"{'sdr': -0.6474016606807709, 'r2': 0.46280115842819214, 'rmse': 0.060585696}"
6015,"{'sdr': -1.556159108877182, 'r2': 0.41136622428894043, 'rmse': 0.06726792}"
6016,"{'sdr': -1.4359304308891296, 'r2': 0.41808611154556274, 'rmse': 0.06634322}"
6017,"{'sdr': -0.8739282190799713, 'r2': 0.4498615264892578, 'rmse': 0.06218655}"
6018,"{'sdr': -1.1703768372535706, 'r2': 0.4330333471298218, 'rmse': 0.0643456}"
6019,"{'sdr': -1.2787990272045135, 'r2': 0.42691367864608765, 'rmse': 0.06515383}"
6020,"{'sdr': -1.4877404272556305, 'r2': 0.41518664360046387, 'rmse': 0.066740125}"
6021,"{'sdr': -1.2304116785526276, 'r2': 0.42964082956314087, 'rmse': 0.06479187}"
6022,"{'sdr': -1.3660530745983124, 'r2': 0.4220038056373596, 'rmse': 0.065811634}"
6023,"{'sdr': -1.431065946817398, 'r2': 0.4183582663536072, 'rmse': 0.06630607}"
6024,"{'sdr': -1.0686343163251877, 'r2': 0.43879276514053345, 'rmse': 0.06359628}"
6025,"{'sdr': -1.9442300498485565, 'r2': 0.38991355895996094, 'rmse': 0.07034148}"
6026,"{'sdr': -1.1546684056520462, 'r2': 0.4339179992675781, 'rmse': 0.06422933}"
6027,"{'sdr': -1.4434443414211273, 'r2': 0.41766518354415894, 'rmse': 0.06640063}"
6028,"{'sdr': -1.1311472207307816, 'r2': 0.43525010347366333, 'rmse': 0.06405564}"
6029,"{'sdr': -1.5653158724308014, 'r2': 0.4108505845069885, 'rmse': 0.06733886}"
6030,"{'sdr': -1.17125503718853, 'r2': 0.4329826235771179, 'rmse': 0.064352095}"
6031,"{'sdr': -1.1198710650205612, 'r2': 0.43588900566101074, 'rmse': 0.06397253}"
6032,"{'sdr': -1.5764933824539185, 'r2': 0.41023337841033936, 'rmse': 0.06742557}"
6033,"{'sdr': -0.9756237268447876, 'r2': 0.44407397508621216, 'rmse': 0.06291891}"
6034,"{'sdr': -1.419745683670044, 'r2': 0.41899508237838745, 'rmse': 0.06621971}"
6035,"{'sdr': -1.4846853911876678, 'r2': 0.41535723209381104, 'rmse': 0.066716656}"
6036,"{'sdr': -1.097068265080452, 'r2': 0.4371815323829651, 'rmse': 0.063804805}"
6037,"{'sdr': -1.254342496395111, 'r2': 0.42828696966171265, 'rmse': 0.064970635}"
6038,"{'sdr': -1.2418124824762344, 'r2': 0.42899858951568604, 'rmse': 0.06487699}"
6039,"{'sdr': -0.8944752812385559, 'r2': 0.44869089126586914, 'rmse': 0.062333822}"
6040,"{'sdr': -1.179259568452835, 'r2': 0.4325287938117981, 'rmse': 0.06441143}"
6041,"{'sdr': -1.8559950590133667, 'r2': 0.3947572112083435, 'rmse': 0.06963053}"
6042,"{'sdr': -1.2907706201076508, 'r2': 0.42623162269592285, 'rmse': 0.06524369}"
6043,"{'sdr': -0.9696120023727417, 'r2': 0.4444153904914856, 'rmse': 0.062875375}"
6044,"{'sdr': -1.144045814871788, 'r2': 0.43452131748199463, 'rmse': 0.06415084}"
6045,"{'sdr': -1.0066529363393784, 'r2': 0.4423099756240845, 'rmse': 0.06314408}"
6046,"{'sdr': -0.9997973591089249, 'r2': 0.4427003264427185, 'rmse': 0.06309426}"
6047,"{'sdr': -1.704406589269638, 'r2': 0.40312641859054565, 'rmse': 0.06842587}"
6048,"{'sdr': -1.2459255754947662, 'r2': 0.4287666082382202, 'rmse': 0.064907715}"
6049,"{'sdr': -1.4120548963546753, 'r2': 0.41942423582077026, 'rmse': 0.0661611}"
6050,"{'sdr': -0.851643830537796, 'r2': 0.45113199949264526, 'rmse': 0.06202721}"
6051,"{'sdr': -1.0931280255317688, 'r2': 0.4374050498008728, 'rmse': 0.063775875}"
6052,"{'sdr': -0.771915391087532, 'r2': 0.45567959547042847, 'rmse': 0.06146045}"
6053,"{'sdr': -1.2241005152463913, 'r2': 0.42999786138534546, 'rmse': 0.06474482}"
6054,"{'sdr': -1.163668930530548, 'r2': 0.43344199657440186, 'rmse': 0.06429593}"
6055,"{'sdr': -1.424342691898346, 'r2': 0.4187352657318115, 'rmse': 0.06625477}"
6056,"{'sdr': -0.5407388135790825, 'r2': 0.46891260147094727, 'rmse': 0.059846252}"
6057,"{'sdr': -1.2143531441688538, 'r2': 0.4305480122566223, 'rmse': 0.0646722}"
6058,"{'sdr': -1.480989009141922, 'r2': 0.41556715965270996, 'rmse': 0.06668827}"
6059,"{'sdr': -0.9619478136301041, 'r2': 0.4448511004447937, 'rmse': 0.06281992}"
6060,"{'sdr': -0.9161140769720078, 'r2': 0.4474640488624573, 'rmse': 0.062489312}"
6061,"{'sdr': -1.8914617598056793, 'r2': 0.3928077816963196, 'rmse': 0.06991544}"
6062,"{'sdr': -1.5880818665027618, 'r2': 0.4095880389213562, 'rmse': 0.0675156}"
6063,"{'sdr': -1.5056732296943665, 'r2': 0.4141843318939209, 'rmse': 0.06687806}"
6064,"{'sdr': -0.4595376178622246, 'r2': 0.47356969118118286, 'rmse': 0.059289385}"
6065,"{'sdr': -1.3669246435165405, 'r2': 0.42195773124694824, 'rmse': 0.06581823}"
6066,"{'sdr': -1.5370330214500427, 'r2': 0.41243302822113037, 'rmse': 0.067119956}"
6067,"{'sdr': -1.4756913483142853, 'r2': 0.4158604145050049, 'rmse': 0.06664761}"
6068,"{'sdr': -1.3167083263397217, 'r2': 0.4247792363166809, 'rmse': 0.065438814}"
6069,"{'sdr': -1.2917721271514893, 'r2': 0.42618298530578613, 'rmse': 0.06525122}"
6070,"{'sdr': -0.8098080009222031, 'r2': 0.45351719856262207, 'rmse': 0.061729163}"
6071,"{'sdr': -1.0447312146425247, 'r2': 0.4401480555534363, 'rmse': 0.0634215}"
6072,"{'sdr': -1.4429737627506256, 'r2': 0.4176919460296631, 'rmse': 0.06639704}"
6073,"{'sdr': -1.8081475794315338, 'r2': 0.39739030599594116, 'rmse': 0.06924803}"
6074,"{'sdr': -0.9143589437007904, 'r2': 0.44756019115448, 'rmse': 0.062476683}"
6075,"{'sdr': -1.4153574407100677, 'r2': 0.4192405939102173, 'rmse': 0.066186264}"
6076,"{'sdr': -1.5614606440067291, 'r2': 0.4110710620880127, 'rmse': 0.06730897}"
6077,"{'sdr': -1.6437746584415436, 'r2': 0.40649038553237915, 'rmse': 0.06794988}"
6078,"{'sdr': -1.4822663366794586, 'r2': 0.4154881238937378, 'rmse': 0.066698074}"
6079,"{'sdr': -1.5465514361858368, 'r2': 0.41190260648727417, 'rmse': 0.06719354}"
6080,"{'sdr': -1.0932056605815887, 'r2': 0.4373999834060669, 'rmse': 0.06377644}"
6081,"{'sdr': -1.2735769152641296, 'r2': 0.4272085428237915, 'rmse': 0.06511467}"
6082,"{'sdr': -0.9834977239370346, 'r2': 0.4436255693435669, 'rmse': 0.06297598}"
6083,"{'sdr': -1.343211829662323, 'r2': 0.4232863187789917, 'rmse': 0.06563879}"
6084,"{'sdr': -1.3328088819980621, 'r2': 0.4238728880882263, 'rmse': 0.06556022}"
6085,"{'sdr': -1.1871659755706787, 'r2': 0.4320831894874573, 'rmse': 0.0644701}"
6086,"{'sdr': -0.9336282312870026, 'r2': 0.4464620351791382, 'rmse': 0.06261544}"
6087,"{'sdr': -1.4042846858501434, 'r2': 0.419860303401947, 'rmse': 0.066101946}"
6088,"{'sdr': -1.241607517004013, 'r2': 0.4290098547935486, 'rmse': 0.064875446}"
6089,"{'sdr': -1.2022960931062698, 'r2': 0.4312293529510498, 'rmse': 0.06458248}"
6090,"{'sdr': -1.3485120236873627, 'r2': 0.42299044132232666, 'rmse': 0.06567886}"
6091,"{'sdr': -1.7982512712478638, 'r2': 0.39794325828552246, 'rmse': 0.06916917}"
6092,"{'sdr': 0.762009471654892, 'r2': 0.543752133846283, 'rmse': 0.05151095}"
6093,"{'sdr': -1.4745151996612549, 'r2': 0.41592615842819214, 'rmse': 0.06663858}"
6094,"{'sdr': -1.4607791602611542, 'r2': 0.41669487953186035, 'rmse': 0.06653329}"
6095,"{'sdr': -1.0856357961893082, 'r2': 0.4378281831741333, 'rmse': 0.06372089}"
6096,"{'sdr': -1.4701740443706512, 'r2': 0.4161689281463623, 'rmse': 0.066605285}"
6097,"{'sdr': -0.936887264251709, 'r2': 0.44627678394317627, 'rmse': 0.06263893}"
6098,"{'sdr': -0.7177623361349106, 'r2': 0.45877641439437866, 'rmse': 0.061078463}"
6099,"{'sdr': -1.0777892172336578, 'r2': 0.4382731318473816, 'rmse': 0.06366335}"
6100,"{'sdr': -1.0106690227985382, 'r2': 0.44208240509033203, 'rmse': 0.06317329}"
6101,"{'sdr': -1.4566367864608765, 'r2': 0.41692543029785156, 'rmse': 0.066501565}"
6102,"{'sdr': -1.2999485433101654, 'r2': 0.4257224202156067, 'rmse': 0.06531267}"
6103,"{'sdr': 4.8149994015693665, 'r2': 0.751885712146759, 'rmse': 0.032303534}"
6104,"{'sdr': -1.3449706137180328, 'r2': 0.4231889247894287, 'rmse': 0.06565209}"
6105,"{'sdr': -1.0841137915849686, 'r2': 0.4379146695137024, 'rmse': 0.06370972}"
6106,"{'sdr': -0.7747344672679901, 'r2': 0.4555202126502991, 'rmse': 0.061480414}"
6107,"{'sdr': -1.6303247213363647, 'r2': 0.40723752975463867, 'rmse': 0.06784475}"
6108,"{'sdr': -1.4584910869598389, 'r2': 0.4168224334716797, 'rmse': 0.06651576}"
6109,"{'sdr': -1.917654424905777, 'r2': 0.39137160778045654, 'rmse': 0.07012659}"
6110,"{'sdr': -1.7568133771419525, 'r2': 0.40022706985473633, 'rmse': 0.06883996}"
6111,"{'sdr': -1.0994429886341095, 'r2': 0.4370468258857727, 'rmse': 0.06382226}"
6112,"{'sdr': -1.2081848829984665, 'r2': 0.4308964014053345, 'rmse': 0.06462629}"
6113,"{'sdr': -1.8245989084243774, 'r2': 0.39648663997650146, 'rmse': 0.06937929}"
6114,"{'sdr': -1.0315413773059845, 'r2': 0.44088995456695557, 'rmse': 0.063325286}"
6115,"{'sdr': -1.5437880158424377, 'r2': 0.4120553731918335, 'rmse': 0.06717218}"
6116,"{'sdr': -1.2555970251560211, 'r2': 0.42822176218032837, 'rmse': 0.06498002}"
6117,"{'sdr': -1.6704052686691284, 'r2': 0.40501177310943604, 'rmse': 0.068158545}"
6118,"{'sdr': -0.7506898045539856, 'r2': 0.4568716287612915, 'rmse': 0.06131045}"
6119,"{'sdr': -1.0357820242643356, 'r2': 0.4406561255455017, 'rmse': 0.0633562}"
6120,"{'sdr': -1.1773242056369781, 'r2': 0.4326397776603699, 'rmse': 0.06439709}"
6121,"{'sdr': -1.5764953196048737, 'r2': 0.41023337841033936, 'rmse': 0.067425594}"
6122,"{'sdr': -1.3446283340454102, 'r2': 0.4232093095779419, 'rmse': 0.06564951}"
6123,"{'sdr': -1.6783449053764343, 'r2': 0.4045714735984802, 'rmse': 0.06822086}"
6124,"{'sdr': -1.7895647883415222, 'r2': 0.3984171748161316, 'rmse': 0.06910002}"
6125,"{'sdr': -1.1597398668527603, 'r2': 0.4336344003677368, 'rmse': 0.06426685}"
6126,"{'sdr': -1.4221329987049103, 'r2': 0.41885918378829956, 'rmse': 0.06623791}"
6127,"{'sdr': -1.5887655317783356, 'r2': 0.40954989194869995, 'rmse': 0.0675209}"
6128,"{'sdr': -1.1738447099924088, 'r2': 0.4328371286392212, 'rmse': 0.064371295}"
6129,"{'sdr': -1.20778426527977, 'r2': 0.4309180974960327, 'rmse': 0.06462331}"
6130,"{'sdr': -0.9074528515338898, 'r2': 0.44795048236846924, 'rmse': 0.06242703}"
6131,"{'sdr': -1.1902230232954025, 'r2': 0.4319102168083191, 'rmse': 0.06449279}"
6132,"{'sdr': -1.013098582625389, 'r2': 0.4419441223144531, 'rmse': 0.06319096}"
6133,"{'sdr': -1.2455641478300095, 'r2': 0.4287857413291931, 'rmse': 0.06490501}"
6134,"{'sdr': -1.911625862121582, 'r2': 0.391700804233551, 'rmse': 0.07007794}"
6135,"{'sdr': -1.3689541816711426, 'r2': 0.4218411445617676, 'rmse': 0.06583362}"
6136,"{'sdr': -1.30942702293396, 'r2': 0.4251894950866699, 'rmse': 0.065383986}"
6137,"{'sdr': -1.4260731637477875, 'r2': 0.4186384081840515, 'rmse': 0.06626796}"
6138,"{'sdr': -1.678794026374817, 'r2': 0.4045463800430298, 'rmse': 0.0682244}"
6139,"{'sdr': -1.7175185680389404, 'r2': 0.4024011492729187, 'rmse': 0.06852925}"
6140,"{'sdr': -1.5521982312202454, 'r2': 0.4115878939628601, 'rmse': 0.06723725}"
6141,"{'sdr': -0.36187969148159027, 'r2': 0.47918063402175903, 'rmse': 0.058626503}"
6142,"{'sdr': -1.147933453321457, 'r2': 0.43431323766708374, 'rmse': 0.064179555}"
6143,"{'sdr': -1.5200956165790558, 'r2': 0.4133763909339905, 'rmse': 0.0669892}"
6144,"{'sdr': -1.1351756006479263, 'r2': 0.43502384424209595, 'rmse': 0.06408536}"
6145,"{'sdr': -1.4897076785564423, 'r2': 0.41507863998413086, 'rmse': 0.06675524}"
6146,"{'sdr': -1.2323815375566483, 'r2': 0.4295307397842407, 'rmse': 0.064806566}"
6147,"{'sdr': -1.5583012998104095, 'r2': 0.4112473130226135, 'rmse': 0.0672845}"
6148,"{'sdr': -0.9404876083135605, 'r2': 0.4460717439651489, 'rmse': 0.0626649}"
6149,"{'sdr': -1.1225448548793793, 'r2': 0.43573784828186035, 'rmse': 0.06399223}"
6150,"{'sdr': -1.1575867235660553, 'r2': 0.43375450372695923, 'rmse': 0.064250916}"
6151,"{'sdr': -1.0571343451738358, 'r2': 0.43944472074508667, 'rmse': 0.06351213}"
6152,"{'sdr': -1.0455116629600525, 'r2': 0.4401050806045532, 'rmse': 0.06342721}"
6153,"{'sdr': -1.3677899539470673, 'r2': 0.42190808057785034, 'rmse': 0.06582479}"
6154,"{'sdr': -1.59433051943779, 'r2': 0.409240186214447, 'rmse': 0.06756418}"
6155,"{'sdr': 0.009973275009542704, 'r2': 0.5005740225315094, 'rmse': 0.0561696}"
6156,"{'sdr': -1.7671629786491394, 'r2': 0.399654746055603, 'rmse': 0.06892204}"
6157,"{'sdr': -1.8580207228660583, 'r2': 0.39463478326797485, 'rmse': 0.06964678}"
6158,"{'sdr': -1.1420293897390366, 'r2': 0.43463563919067383, 'rmse': 0.06413594}"
6159,"{'sdr': -1.5709352493286133, 'r2': 0.4105425477027893, 'rmse': 0.06738244}"
6160,"{'sdr': -1.9211505353450775, 'r2': 0.3911780118942261, 'rmse': 0.07015482}"
6161,"{'sdr': -1.8405531346797943, 'r2': 0.3956059217453003, 'rmse': 0.06950687}"
6162,"{'sdr': -1.6053052246570587, 'r2': 0.4086291790008545, 'rmse': 0.0676496}"
6163,"{'sdr': -1.2572617828845978, 'r2': 0.42812538146972656, 'rmse': 0.06499247}"
6164,"{'sdr': -1.4167328178882599, 'r2': 0.4191620349884033, 'rmse': 0.06619674}"
6165,"{'sdr': -1.2078515440225601, 'r2': 0.4309154152870178, 'rmse': 0.06462382}"
6166,"{'sdr': -1.008983924984932, 'r2': 0.4421781897544861, 'rmse': 0.06316103}"
6167,"{'sdr': -1.7890965938568115, 'r2': 0.3984438180923462, 'rmse': 0.06909631}"
6168,"{'sdr': -1.1569028347730637, 'r2': 0.43379509449005127, 'rmse': 0.06424586}"
6169,"{'sdr': -1.0975585132837296, 'r2': 0.4371532201766968, 'rmse': 0.06380841}"
6170,"{'sdr': -1.6037952899932861, 'r2': 0.40871334075927734, 'rmse': 0.06763784}"
6171,"{'sdr': -2.0277394354343414, 'r2': 0.38534897565841675, 'rmse': 0.071021035}"
6172,"{'sdr': -1.672692447900772, 'r2': 0.40488505363464355, 'rmse': 0.0681765}"
6173,"{'sdr': -0.8177193254232407, 'r2': 0.453066885471344, 'rmse': 0.061785422}"
6174,"{'sdr': -1.1327297985553741, 'r2': 0.435161828994751, 'rmse': 0.06406731}"
6175,"{'sdr': -1.576353907585144, 'r2': 0.41024065017700195, 'rmse': 0.06742449}"
6176,"{'sdr': -1.480349451303482, 'r2': 0.415599524974823, 'rmse': 0.06668335}"
6177,"{'sdr': -0.1278593484312296, 'r2': 0.4926401376724243, 'rmse': 0.05706804}"
6178,"{'sdr': -1.7080257833003998, 'r2': 0.40292561054229736, 'rmse': 0.06845439}"
6179,"{'sdr': -1.4708714187145233, 'r2': 0.4161298871040344, 'rmse': 0.06661064}"
6180,"{'sdr': -1.0987578332424164, 'r2': 0.43708550930023193, 'rmse': 0.06381722}"
6181,"{'sdr': -1.1959642171859741, 'r2': 0.43158799409866333, 'rmse': 0.06453543}"
6182,"{'sdr': -1.1128021776676178, 'r2': 0.4362901449203491, 'rmse': 0.06392049}"
6183,"{'sdr': -1.0924265533685684, 'r2': 0.4374074339866638, 'rmse': 0.06377072}"
6184,"{'sdr': -1.7190073430538177, 'r2': 0.40231794118881226, 'rmse': 0.06854098}"
6185,"{'sdr': -1.2311171740293503, 'r2': 0.4296020269393921, 'rmse': 0.06479715}"
6186,"{'sdr': -0.7106061279773712, 'r2': 0.4591848850250244, 'rmse': 0.06102816}"
6187,"{'sdr': 0.3723301365971565, 'r2': 0.5214199721813202, 'rmse': 0.053874534}"
6188,"{'sdr': -0.9760919958353043, 'r2': 0.44404536485671997, 'rmse': 0.06292231}"
6189,"{'sdr': -0.8864167332649231, 'r2': 0.4491501450538635, 'rmse': 0.06227602}"
6190,"{'sdr': -1.078735888004303, 'r2': 0.43821966648101807, 'rmse': 0.063670285}"
6191,"{'sdr': -1.3560165464878082, 'r2': 0.42256808280944824, 'rmse': 0.06573564}"
6192,"{'sdr': -1.1833124607801437, 'r2': 0.43230104446411133, 'rmse': 0.06444149}"
6193,"{'sdr': -1.0896847397089005, 'r2': 0.437599778175354, 'rmse': 0.0637506}"
6194,"{'sdr': -1.2995867431163788, 'r2': 0.4257429838180542, 'rmse': 0.06530994}"
6195,"{'sdr': -1.523653268814087, 'r2': 0.41318100690841675, 'rmse': 0.067016646}"
6196,"{'sdr': -1.4994712173938751, 'r2': 0.4145311117172241, 'rmse': 0.06683032}"
6197,"{'sdr': -1.2524355947971344, 'r2': 0.42839759588241577, 'rmse': 0.064956374}"
6198,"{'sdr': -0.8565785735845566, 'r2': 0.4508506655693054, 'rmse': 0.062062457}"
6199,"{'sdr': -1.2409426271915436, 'r2': 0.4290476441383362, 'rmse': 0.064870484}"
6200,"{'sdr': -1.0260812938213348, 'r2': 0.4411930441856384, 'rmse': 0.06328548}"
6201,"{'sdr': -2.006988674402237, 'r2': 0.38648146390914917, 'rmse': 0.070851564}"
6202,"{'sdr': -1.3796302676200867, 'r2': 0.4212431311607361, 'rmse': 0.065914586}"
6203,"{'sdr': -1.2652930617332458, 'r2': 0.42767399549484253, 'rmse': 0.0650526}"
6204,"{'sdr': -0.9856951981782913, 'r2': 0.4435003399848938, 'rmse': 0.06299191}"
6205,"{'sdr': -1.7971071600914001, 'r2': 0.3980015516281128, 'rmse': 0.06916006}"
6206,"{'sdr': -1.6092100739479065, 'r2': 0.40841197967529297, 'rmse': 0.067680016}"
6207,"{'sdr': -1.2929099798202515, 'r2': 0.42611873149871826, 'rmse': 0.06525977}"
6208,"{'sdr': -0.9678803384304047, 'r2': 0.4445136785507202, 'rmse': 0.06286285}"
6209,"{'sdr': -0.9819796681404114, 'r2': 0.44370847940444946, 'rmse': 0.06296497}"
6210,"{'sdr': -1.0823900252580643, 'r2': 0.43801313638687134, 'rmse': 0.06369707}"
6211,"{'sdr': -0.9852771461009979, 'r2': 0.4435228705406189, 'rmse': 0.06298887}"
6212,"{'sdr': -0.8984770625829697, 'r2': 0.4484631419181824, 'rmse': 0.062362548}"
6213,"{'sdr': -1.1772418022155762, 'r2': 0.4326587915420532, 'rmse': 0.06439647}"
6214,"{'sdr': -1.6996678709983826, 'r2': 0.40338921546936035, 'rmse': 0.068388544}"
6215,"{'sdr': -1.4252230525016785, 'r2': 0.4186854362487793, 'rmse': 0.066261485}"
6216,"{'sdr': -1.1568494886159897, 'r2': 0.4337974786758423, 'rmse': 0.06424547}"
6217,"{'sdr': -0.9570781141519547, 'r2': 0.4451279044151306, 'rmse': 0.06278471}"
6218,"{'sdr': -1.5134619176387787, 'r2': 0.41374993324279785, 'rmse': 0.06693805}"
6219,"{'sdr': -1.8726082146167755, 'r2': 0.39384764432907104, 'rmse': 0.06976385}"
6220,"{'sdr': -1.4998862147331238, 'r2': 0.4145084023475647, 'rmse': 0.06683352}"
6221,"{'sdr': -0.43069325387477875, 'r2': 0.4752274751663208, 'rmse': 0.059092823}"
6222,"{'sdr': -1.7111045122146606, 'r2': 0.40275484323501587, 'rmse': 0.06847865}"
6223,"{'sdr': -1.2600171566009521, 'r2': 0.4279717206954956, 'rmse': 0.065013096}"
6224,"{'sdr': -1.4349396526813507, 'r2': 0.41814202070236206, 'rmse': 0.06633565}"
6225,"{'sdr': -1.4570820331573486, 'r2': 0.41690170764923096, 'rmse': 0.06650497}"
6226,"{'sdr': -1.4426930248737335, 'r2': 0.41770607233047485, 'rmse': 0.066394895}"
6227,"{'sdr': 3.017539083957672, 'r2': 0.6670457720756531, 'rmse': 0.03973041}"
6228,"{'sdr': -1.7937502264976501, 'r2': 0.39818668365478516, 'rmse': 0.06913334}"
6229,"{'sdr': -0.27048924937844276, 'r2': 0.48443424701690674, 'rmse': 0.058012888}"
6230,"{'sdr': -1.461290717124939, 'r2': 0.41666603088378906, 'rmse': 0.0665372}"
6231,"{'sdr': -1.0877016931772232, 'r2': 0.43771207332611084, 'rmse': 0.063736044}"
6232,"{'sdr': -1.639382243156433, 'r2': 0.406734824180603, 'rmse': 0.06791554}"
6233,"{'sdr': -1.1823423951864243, 'r2': 0.43235504627227783, 'rmse': 0.0644343}"
6234,"{'sdr': -0.8989392966032028, 'r2': 0.4484367370605469, 'rmse': 0.062365875}"
6235,"{'sdr': -0.4942821338772774, 'r2': 0.47157740592956543, 'rmse': 0.05952701}"
6236,"{'sdr': -1.1531118303537369, 'r2': 0.43400877714157104, 'rmse': 0.06421782}"
6237,"{'sdr': -1.0113903880119324, 'r2': 0.442041277885437, 'rmse': 0.06317853}"
6238,"{'sdr': -1.5078596770763397, 'r2': 0.41406387090682983, 'rmse': 0.0668949}"
6239,"{'sdr': 0.3442962095141411, 'r2': 0.5198085010051727, 'rmse': 0.05404869}"
6240,"{'sdr': -0.7181470841169357, 'r2': 0.45875459909439087, 'rmse': 0.06108117}"
6241,"{'sdr': -1.457473486661911, 'r2': 0.4168849587440491, 'rmse': 0.06650796}"
6242,"{'sdr': -1.3313595950603485, 'r2': 0.42395538091659546, 'rmse': 0.06554929}"
6243,"{'sdr': -1.388498991727829, 'r2': 0.4207454323768616, 'rmse': 0.065981925}"
6244,"{'sdr': -1.1048413068056107, 'r2': 0.4367408752441406, 'rmse': 0.06386194}"
6245,"{'sdr': -1.5883812308311462, 'r2': 0.40955984592437744, 'rmse': 0.06751792}"
6246,"{'sdr': -1.156962588429451, 'r2': 0.433790385723114, 'rmse': 0.064246304}"
6247,"{'sdr': -0.9572301059961319, 'r2': 0.4451194405555725, 'rmse': 0.062785804}"
6248,"{'sdr': -1.317368745803833, 'r2': 0.42474228143692017, 'rmse': 0.065443784}"
6249,"{'sdr': -1.5126392245292664, 'r2': 0.41379499435424805, 'rmse': 0.06693172}"
6250,"{'sdr': -1.3909679651260376, 'r2': 0.4206048250198364, 'rmse': 0.06600067}"
6251,"{'sdr': -0.7665884494781494, 'r2': 0.45598578453063965, 'rmse': 0.061422773}"
6252,"{'sdr': -1.7789268493652344, 'r2': 0.3990046977996826, 'rmse': 0.06901545}"
6253,"{'sdr': -1.2193042784929276, 'r2': 0.43026822805404663, 'rmse': 0.06470908}"
6254,"{'sdr': -0.8088084310293198, 'r2': 0.453574001789093, 'rmse': 0.061722063}"
6255,"{'sdr': -0.7976087182760239, 'r2': 0.4542146325111389, 'rmse': 0.061642528}"
6256,"{'sdr': -1.3832437992095947, 'r2': 0.42104047536849976, 'rmse': 0.06594201}"
6257,"{'sdr': -1.4704112708568573, 'r2': 0.41615569591522217, 'rmse': 0.0666071}"
6258,"{'sdr': -1.3364911079406738, 'r2': 0.42366504669189453, 'rmse': 0.06558803}"
6259,"{'sdr': -1.0343962907791138, 'r2': 0.4407353401184082, 'rmse': 0.06334608}"
6260,"{'sdr': -1.0116596519947052, 'r2': 0.44202595949172974, 'rmse': 0.063180484}"
6261,"{'sdr': -0.3025836683809757, 'r2': 0.48258882761001587, 'rmse': 0.058227643}"
6262,"{'sdr': -1.2094199657440186, 'r2': 0.4308265447616577, 'rmse': 0.06463548}"
6263,"{'sdr': -1.4122293889522552, 'r2': 0.4194144606590271, 'rmse': 0.06616244}"
6264,"{'sdr': 0.19517084583640099, 'r2': 0.5112326443195343, 'rmse': 0.054984644}"
6265,"{'sdr': -1.1684894561767578, 'r2': 0.4331381916999817, 'rmse': 0.06433161}"
6266,"{'sdr': -1.5566183626651764, 'r2': 0.41134148836135864, 'rmse': 0.06727147}"
6267,"{'sdr': -1.136823520064354, 'r2': 0.4349305033683777, 'rmse': 0.064097516}"
6268,"{'sdr': -1.4414139091968536, 'r2': 0.41777658462524414, 'rmse': 0.066385105}"
6269,"{'sdr': -1.7371484637260437, 'r2': 0.4012964367866516, 'rmse': 0.06868429}"
6270,"{'sdr': -1.5304093062877655, 'r2': 0.41280311346054077, 'rmse': 0.06706878}"
6271,"{'sdr': 0.052691963501274586, 'r2': 0.503028929233551, 'rmse': 0.055894032}"
6272,"{'sdr': -1.5846876800060272, 'r2': 0.409775972366333, 'rmse': 0.067489214}"
6273,"{'sdr': -1.4351561665534973, 'r2': 0.4181288480758667, 'rmse': 0.0663373}"
6274,"{'sdr': -1.3206695020198822, 'r2': 0.4245440363883972, 'rmse': 0.06546866}"
6275,"{'sdr': -1.237609013915062, 'r2': 0.42923569679260254, 'rmse': 0.064845584}"
6276,"{'sdr': -1.255021095275879, 'r2': 0.4282526969909668, 'rmse': 0.0649757}"
6277,"{'sdr': 8.566840291023254, 'r2': 0.8778906464576721, 'rmse': 0.020972876}"
