,speech
5731,"{'sdr': -1.1548065394163132, 'r2': 0.43391305208206177, 'rmse': 0.06423036}"
5732,"{'sdr': -1.5624116361141205, 'r2': 0.41101789474487305, 'rmse': 0.06731637}"
5733,"{'sdr': -1.0606927424669266, 'r2': 0.43924349546432495, 'rmse': 0.063538164}"
5734,"{'sdr': -1.0876066237688065, 'r2': 0.4377167820930481, 'rmse': 0.06373534}"
5735,"{'sdr': -1.3315680623054504, 'r2': 0.4239436984062195, 'rmse': 0.065550864}"
5736,"{'sdr': -1.379094272851944, 'r2': 0.4212724566459656, 'rmse': 0.06591051}"
5737,"{'sdr': -1.2701673805713654, 'r2': 0.42739927768707275, 'rmse': 0.065089114}"
5738,"{'sdr': -0.954488143324852, 'r2': 0.44524115324020386, 'rmse': 0.062766}"
5739,"{'sdr': -1.0558728128671646, 'r2': 0.43951666355133057, 'rmse': 0.06350291}"
5740,"{'sdr': -0.8422910422086716, 'r2': 0.4516638517379761, 'rmse': 0.061960444}"
5741,"{'sdr': -1.8464477360248566, 'r2': 0.3952818512916565, 'rmse': 0.06955405}"
5742,"{'sdr': -1.3641275465488434, 'r2': 0.4221324324607849, 'rmse': 0.065797046}"
5743,"{'sdr': -1.058216542005539, 'r2': 0.4393850564956665, 'rmse': 0.06352005}"
5744,"{'sdr': -1.5457013249397278, 'r2': 0.4119504690170288, 'rmse': 0.06718697}"
5745,"{'sdr': -1.460515707731247, 'r2': 0.416709303855896, 'rmse': 0.06653126}"
5746,"{'sdr': -1.3150736689567566, 'r2': 0.42487144470214844, 'rmse': 0.0654265}"
5747,"{'sdr': -0.9987111389636993, 'r2': 0.4427603483200073, 'rmse': 0.06308637}"
5748,"{'sdr': -1.1876848340034485, 'r2': 0.43205320835113525, 'rmse': 0.06447394}"
5749,"{'sdr': -0.16271766275167465, 'r2': 0.49063384532928467, 'rmse': 0.057297528}"
5750,"{'sdr': -1.4336733520030975, 'r2': 0.4182109236717224, 'rmse': 0.06632598}"
5751,"{'sdr': -1.5166589617729187, 'r2': 0.41357070207595825, 'rmse': 0.06696269}"
5752,"{'sdr': -0.9112165868282318, 'r2': 0.4477401375770569, 'rmse': 0.06245408}"
5753,"{'sdr': -1.07894629240036, 'r2': 0.4382081627845764, 'rmse': 0.063671835}"
5754,"{'sdr': -1.4018931984901428, 'r2': 0.4199923276901245, 'rmse': 0.06608375}"
5755,"{'sdr': -1.3344787061214447, 'r2': 0.42378008365631104, 'rmse': 0.06557283}"
5756,"{'sdr': -1.1590786278247833, 'r2': 0.4336633086204529, 'rmse': 0.064261965}"
5757,"{'sdr': -1.0217532515525818, 'r2': 0.4414539337158203, 'rmse': 0.063253954}"
5758,"{'sdr': -1.0360130667686462, 'r2': 0.4406434893608093, 'rmse': 0.06335788}"
5759,"{'sdr': -1.073785275220871, 'r2': 0.43848907947540283, 'rmse': 0.06363401}"
5760,"{'sdr': -1.5379634499549866, 'r2': 0.4123802185058594, 'rmse': 0.067127146}"
5761,"{'sdr': -0.9883201122283936, 'r2': 0.44334930181503296, 'rmse': 0.063010946}"
5762,"{'sdr': -1.4935192465782166, 'r2': 0.41486358642578125, 'rmse': 0.066784546}"
5763,"{'sdr': -0.9364832937717438, 'r2': 0.4462994933128357, 'rmse': 0.06263602}"
5764,"{'sdr': -1.1241890490055084, 'r2': 0.43563419580459595, 'rmse': 0.06400435}"
5765,"{'sdr': -1.5369655191898346, 'r2': 0.41243720054626465, 'rmse': 0.067119434}"
5766,"{'sdr': -0.8550745993852615, 'r2': 0.4509319067001343, 'rmse': 0.062051713}"
5767,"{'sdr': -1.219794750213623, 'r2': 0.4302406311035156, 'rmse': 0.06471274}"
5768,"{'sdr': -0.8747563511133194, 'r2': 0.44982844591140747, 'rmse': 0.062192462}"
5769,"{'sdr': -0.9210874885320663, 'r2': 0.44717586040496826, 'rmse': 0.06252509}"
5770,"{'sdr': -1.1418550461530685, 'r2': 0.43464410305023193, 'rmse': 0.06413465}"
5771,"{'sdr': -1.1842623353004456, 'r2': 0.4322460889816284, 'rmse': 0.06444854}"
5772,"{'sdr': -0.9166533499956131, 'r2': 0.44742822647094727, 'rmse': 0.06249319}"
5773,"{'sdr': -1.924130767583847, 'r2': 0.39102602005004883, 'rmse': 0.070178896}"
5774,"{'sdr': -0.8251053839921951, 'r2': 0.4526457190513611, 'rmse': 0.06183798}"
5775,"{'sdr': -0.9636121243238449, 'r2': 0.44475609064102173, 'rmse': 0.06283196}"
5776,"{'sdr': -0.9471287578344345, 'r2': 0.4456939101219177, 'rmse': 0.06271283}"
5777,"{'sdr': -1.447039544582367, 'r2': 0.41746217012405396, 'rmse': 0.066428125}"
5778,"{'sdr': -1.6883257031440735, 'r2': 0.40401792526245117, 'rmse': 0.0682993}"
5779,"{'sdr': 4.412005245685577, 'r2': 0.7341729998588562, 'rmse': 0.033837613}"
5780,"{'sdr': -1.0913388431072235, 'r2': 0.43750596046447754, 'rmse': 0.06376274}"
5781,"{'sdr': -1.4037242531776428, 'r2': 0.4198903441429138, 'rmse': 0.066097684}"
5782,"{'sdr': -1.180044263601303, 'r2': 0.43248510360717773, 'rmse': 0.06441726}"
5783,"{'sdr': -1.7561981081962585, 'r2': 0.4002611041069031, 'rmse': 0.06883509}"
5784,"{'sdr': -1.3432136178016663, 'r2': 0.42328721284866333, 'rmse': 0.0656388}"
5785,"{'sdr': -0.8624932169914246, 'r2': 0.4505124092102051, 'rmse': 0.06210473}"
5786,"{'sdr': -1.5877935290336609, 'r2': 0.4096043109893799, 'rmse': 0.06751335}"
5787,"{'sdr': -1.596032977104187, 'r2': 0.4091501235961914, 'rmse': 0.06757743}"
5788,"{'sdr': -1.6416068375110626, 'r2': 0.406552791595459, 'rmse': 0.06793293}"
5789,"{'sdr': -1.1337339133024216, 'r2': 0.4351053833961487, 'rmse': 0.06407471}"
5790,"{'sdr': -0.7043280452489853, 'r2': 0.45954376459121704, 'rmse': 0.06098407}"
5791,"{'sdr': -1.4430950582027435, 'r2': 0.41768479347229004, 'rmse': 0.06639796}"
5792,"{'sdr': -1.1880850791931152, 'r2': 0.4320261478424072, 'rmse': 0.06447692}"
5793,"{'sdr': -1.0153330117464066, 'r2': 0.44185489416122437, 'rmse': 0.06320722}"
5794,"{'sdr': -0.9181990474462509, 'r2': 0.44733959436416626, 'rmse': 0.06250431}"
5795,"{'sdr': -1.8335893750190735, 'r2': 0.3959909677505493, 'rmse': 0.06945116}"
5796,"{'sdr': -0.8351559191942215, 'r2': 0.4520725607872009, 'rmse': 0.06190958}"
5797,"{'sdr': -0.576205886900425, 'r2': 0.4668794870376587, 'rmse': 0.06009112}"
5798,"{'sdr': -1.1891340464353561, 'r2': 0.43197280168533325, 'rmse': 0.0644847}"
5799,"{'sdr': -1.622794270515442, 'r2': 0.4076552987098694, 'rmse': 0.067785956}"
5800,"{'sdr': -1.2361405044794083, 'r2': 0.429318368434906, 'rmse': 0.06483464}"
5801,"{'sdr': -1.5326371788978577, 'r2': 0.41267871856689453, 'rmse': 0.067086}"
5802,"{'sdr': -1.3824966549873352, 'r2': 0.4210748076438904, 'rmse': 0.065936334}"
5803,"{'sdr': -1.1880353838205338, 'r2': 0.4320346713066101, 'rmse': 0.06447654}"
5804,"{'sdr': -1.7771367728710175, 'r2': 0.39910364151000977, 'rmse': 0.069001235}"
5805,"{'sdr': -1.0374104231595993, 'r2': 0.44056427478790283, 'rmse': 0.06336807}"
5806,"{'sdr': -1.4497599005699158, 'r2': 0.41731154918670654, 'rmse': 0.06644893}"
5807,"{'sdr': -1.379702091217041, 'r2': 0.42123842239379883, 'rmse': 0.06591513}"
5808,"{'sdr': -1.4883323013782501, 'r2': 0.415153443813324, 'rmse': 0.06674467}"
5809,"{'sdr': -1.737051010131836, 'r2': 0.40131938457489014, 'rmse': 0.06868352}"
5810,"{'sdr': -1.620103269815445, 'r2': 0.40775471925735474, 'rmse': 0.06776496}"
5811,"{'sdr': -0.7913541048765182, 'r2': 0.4545716643333435, 'rmse': 0.06159816}"
5812,"{'sdr': -1.0411681979894638, 'r2': 0.44035130739212036, 'rmse': 0.06339549}"
5813,"{'sdr': -1.1294624954462051, 'r2': 0.43534713983535767, 'rmse': 0.06404322}"
5814,"{'sdr': -1.389995664358139, 'r2': 0.4206616282463074, 'rmse': 0.06599329}"
5815,"{'sdr': -1.1237544566392899, 'r2': 0.43567001819610596, 'rmse': 0.06400114}"
5816,"{'sdr': -1.2460783869028091, 'r2': 0.42875808477401733, 'rmse': 0.064908855}"
5817,"{'sdr': -1.3317351043224335, 'r2': 0.4239344000816345, 'rmse': 0.06555212}"
5818,"{'sdr': -1.6105364263057709, 'r2': 0.40833812952041626, 'rmse': 0.06769036}"
5819,"{'sdr': -1.2642194330692291, 'r2': 0.4277045726776123, 'rmse': 0.06504456}"
5820,"{'sdr': -1.0993830114603043, 'r2': 0.43705040216445923, 'rmse': 0.063821815}"
5821,"{'sdr': -1.8610213696956635, 'r2': 0.39448070526123047, 'rmse': 0.06967083}"
5822,"{'sdr': -1.3965581357479095, 'r2': 0.42029350996017456, 'rmse': 0.06604316}"
5823,"{'sdr': -1.2379956245422363, 'r2': 0.42921388149261475, 'rmse': 0.06484848}"
5824,"{'sdr': -1.4262712001800537, 'r2': 0.418617844581604, 'rmse': 0.06626948}"
5825,"{'sdr': -0.8783407509326935, 'r2': 0.4496191143989563, 'rmse': 0.062218145}"
5826,"{'sdr': -1.0351396352052689, 'r2': 0.44069576263427734, 'rmse': 0.06335151}"
5827,"{'sdr': -1.0469616204500198, 'r2': 0.44002044200897217, 'rmse': 0.0634378}"
5828,"{'sdr': -0.6727878004312515, 'r2': 0.4613468050956726, 'rmse': 0.06076302}"
5829,"{'sdr': -1.0550711303949356, 'r2': 0.43956202268600464, 'rmse': 0.06349705}"
5830,"{'sdr': -1.2794208526611328, 'r2': 0.4268485903739929, 'rmse': 0.0651585}"
5831,"{'sdr': -1.8321578204631805, 'r2': 0.396071195602417, 'rmse': 0.06943972}"
5832,"{'sdr': -1.7493541538715363, 'r2': 0.40063977241516113, 'rmse': 0.06878088}"
5833,"{'sdr': -1.215827316045761, 'r2': 0.43046480417251587, 'rmse': 0.064683184}"
5834,"{'sdr': -1.6867566108703613, 'r2': 0.40410494804382324, 'rmse': 0.06828697}"
5835,"{'sdr': -1.5120221674442291, 'r2': 0.4138297438621521, 'rmse': 0.06692695}"
5836,"{'sdr': -1.3239704072475433, 'r2': 0.42436569929122925, 'rmse': 0.06549355}"
5837,"{'sdr': -1.5290062129497528, 'r2': 0.41288089752197266, 'rmse': 0.06705795}"
5838,"{'sdr': -0.9270618855953217, 'r2': 0.44691067934036255, 'rmse': 0.06256812}"
5839,"{'sdr': -1.2268877029418945, 'r2': 0.42984145879745483, 'rmse': 0.0647656}"
5840,"{'sdr': -0.9960590302944183, 'r2': 0.4429137706756592, 'rmse': 0.06306711}"
5841,"{'sdr': -1.8994534015655518, 'r2': 0.3923686742782593, 'rmse': 0.0699798}"
5842,"{'sdr': -1.0528768599033356, 'r2': 0.43968623876571655, 'rmse': 0.06348102}"
5843,"{'sdr': -0.5781471356749535, 'r2': 0.4667671322822571, 'rmse': 0.06010455}"
5844,"{'sdr': -1.299358308315277, 'r2': 0.42575567960739136, 'rmse': 0.065308236}"
5845,"{'sdr': 4.467008113861084, 'r2': 0.7366341352462769, 'rmse': 0.03362402}"
5846,"{'sdr': -1.286851018667221, 'r2': 0.42646050453186035, 'rmse': 0.06521426}"
5847,"{'sdr': -1.3219931721687317, 'r2': 0.4244763255119324, 'rmse': 0.06547863}"
5848,"{'sdr': -0.16369251534342766, 'r2': 0.49057817459106445, 'rmse': 0.057303958}"
5849,"{'sdr': -1.4101231098175049, 'r2': 0.41953200101852417, 'rmse': 0.06614638}"
5850,"{'sdr': -0.9733357280492783, 'r2': 0.4442037343978882, 'rmse': 0.062902346}"
5851,"{'sdr': -1.6074484586715698, 'r2': 0.40850830078125, 'rmse': 0.0676663}"
5852,"{'sdr': -0.5370292812585831, 'r2': 0.4691236615180969, 'rmse': 0.059820704}"
5853,"{'sdr': -0.7449819892644882, 'r2': 0.457220196723938, 'rmse': 0.061270174}"
5854,"{'sdr': -0.9818751364946365, 'r2': 0.44371819496154785, 'rmse': 0.06296421}"
5855,"{'sdr': -0.30973339453339577, 'r2': 0.482177734375, 'rmse': 0.05827559}"
5856,"{'sdr': -0.7628577947616577, 'r2': 0.4561993479728699, 'rmse': 0.061396394}"
5857,"{'sdr': -1.4963079988956451, 'r2': 0.41470766067504883, 'rmse': 0.06680599}"
5858,"{'sdr': -1.055631935596466, 'r2': 0.4395185708999634, 'rmse': 0.06350115}"
5859,"{'sdr': -1.2224601954221725, 'r2': 0.4300898313522339, 'rmse': 0.0647326}"
5860,"{'sdr': -1.2337476760149002, 'r2': 0.42945218086242676, 'rmse': 0.06481677}"
5861,"{'sdr': -0.8061033487319946, 'r2': 0.45372867584228516, 'rmse': 0.061702847}"
5862,"{'sdr': -1.2182261049747467, 'r2': 0.4303308129310608, 'rmse': 0.06470104}"
5863,"{'sdr': -1.4626049995422363, 'r2': 0.416592538356781, 'rmse': 0.066547275}"
5864,"{'sdr': -1.1603708565235138, 'r2': 0.4335983991622925, 'rmse': 0.06427151}"
5865,"{'sdr': -1.1051204055547714, 'r2': 0.43672531843185425, 'rmse': 0.06386399}"
5866,"{'sdr': -0.9657688438892365, 'r2': 0.4446337819099426, 'rmse': 0.06284757}"
5867,"{'sdr': -1.1338982731103897, 'r2': 0.43509405851364136, 'rmse': 0.06407593}"
5868,"{'sdr': -1.2638479471206665, 'r2': 0.42771273851394653, 'rmse': 0.06504177}"
5869,"{'sdr': -1.175333708524704, 'r2': 0.432752788066864, 'rmse': 0.06438234}"
5870,"{'sdr': -1.190071552991867, 'r2': 0.4319189190864563, 'rmse': 0.06449167}"
5871,"{'sdr': -0.9760317206382751, 'r2': 0.4440503716468811, 'rmse': 0.06292187}"
5872,"{'sdr': -1.1645935475826263, 'r2': 0.43335938453674316, 'rmse': 0.06430278}"
5873,"{'sdr': -0.6901395320892334, 'r2': 0.4603583812713623, 'rmse': 0.06088453}"
5874,"{'sdr': -0.9161485731601715, 'r2': 0.4474567770957947, 'rmse': 0.062489547}"
5875,"{'sdr': -1.8649552762508392, 'r2': 0.394264280796051, 'rmse': 0.0697024}"
5876,"{'sdr': -1.1523236334323883, 'r2': 0.43405377864837646, 'rmse': 0.064211994}"
5877,"{'sdr': -1.317446231842041, 'r2': 0.4247376322746277, 'rmse': 0.065444365}"
5878,"{'sdr': -0.9821779280900955, 'r2': 0.4437010884284973, 'rmse': 0.0629664}"
5879,"{'sdr': -1.9680804014205933, 'r2': 0.38860785961151123, 'rmse': 0.07053489}"
5880,"{'sdr': -1.1615876108407974, 'r2': 0.4335293769836426, 'rmse': 0.06428052}"
5881,"{'sdr': -1.068277731537819, 'r2': 0.4388119578361511, 'rmse': 0.06359366}"
5882,"{'sdr': -0.9861863404512405, 'r2': 0.4434731602668762, 'rmse': 0.06299548}"
5883,"{'sdr': -1.2738469243049622, 'r2': 0.4271889328956604, 'rmse': 0.065116696}"
5884,"{'sdr': -1.600789874792099, 'r2': 0.4088818430900574, 'rmse': 0.06761446}"
5885,"{'sdr': -1.4508067071437836, 'r2': 0.41725337505340576, 'rmse': 0.06645694}"
5886,"{'sdr': -1.1833101511001587, 'r2': 0.43230146169662476, 'rmse': 0.06444149}"
5887,"{'sdr': -1.5941280126571655, 'r2': 0.40925127267837524, 'rmse': 0.06756261}"
5888,"{'sdr': -1.309131383895874, 'r2': 0.42520564794540405, 'rmse': 0.06538176}"
5889,"{'sdr': -1.4384384453296661, 'r2': 0.4179356098175049, 'rmse': 0.06636238}"
5890,"{'sdr': -1.2311763316392899, 'r2': 0.42956995964050293, 'rmse': 0.06479759}"
5891,"{'sdr': -0.4972034692764282, 'r2': 0.4714096188545227, 'rmse': 0.059547056}"
5892,"{'sdr': -1.0794145613908768, 'r2': 0.43817657232284546, 'rmse': 0.06367527}"
5893,"{'sdr': -1.0383877903223038, 'r2': 0.4405058026313782, 'rmse': 0.063375205}"
5894,"{'sdr': -0.9976553916931152, 'r2': 0.4428214430809021, 'rmse': 0.06307871}"
5895,"{'sdr': -0.7158031314611435, 'r2': 0.45887291431427, 'rmse': 0.06106469}"
5896,"{'sdr': -1.7554406821727753, 'r2': 0.40030258893966675, 'rmse': 0.0688291}"
5897,"{'sdr': -1.723824292421341, 'r2': 0.4020521640777588, 'rmse': 0.06857901}"
5898,"{'sdr': -1.0959060490131378, 'r2': 0.4372473955154419, 'rmse': 0.063796274}"
5899,"{'sdr': -1.453171819448471, 'r2': 0.4171205759048462, 'rmse': 0.066475034}"
5900,"{'sdr': -1.2614203989505768, 'r2': 0.42789316177368164, 'rmse': 0.06502359}"
5901,"{'sdr': -1.600269377231598, 'r2': 0.40891051292419434, 'rmse': 0.0676104}"
5902,"{'sdr': -1.5440358221530914, 'r2': 0.412048876285553, 'rmse': 0.06717409}"
5903,"{'sdr': -1.5200966596603394, 'r2': 0.41337883472442627, 'rmse': 0.0669892}"
5904,"{'sdr': -1.4914539456367493, 'r2': 0.4149783253669739, 'rmse': 0.06676867}"
5905,"{'sdr': -0.6013038381934166, 'r2': 0.46544134616851807, 'rmse': 0.060265005}"
5906,"{'sdr': -0.9836821258068085, 'r2': 0.44361579418182373, 'rmse': 0.06297732}"
5907,"{'sdr': -1.2270940095186234, 'r2': 0.42982906103134155, 'rmse': 0.06476714}"
5908,"{'sdr': -1.9470365345478058, 'r2': 0.3897598385810852, 'rmse': 0.07036421}"
5909,"{'sdr': -1.320645660161972, 'r2': 0.4245579242706299, 'rmse': 0.065468475}"
5910,"{'sdr': -0.9492591768503189, 'r2': 0.4455597400665283, 'rmse': 0.06272822}"
5911,"{'sdr': -1.3858842849731445, 'r2': 0.4208921790122986, 'rmse': 0.06596206}"
5912,"{'sdr': 0.8170809596776962, 'r2': 0.5468961894512177, 'rmse': 0.05118538}"
5913,"{'sdr': -1.5607048571109772, 'r2': 0.41111695766448975, 'rmse': 0.06730313}"
5914,"{'sdr': -1.2901532649993896, 'r2': 0.42627447843551636, 'rmse': 0.06523906}"
5915,"{'sdr': -1.2561240792274475, 'r2': 0.4281843900680542, 'rmse': 0.064983964}"
5916,"{'sdr': -1.2033064663410187, 'r2': 0.4311714172363281, 'rmse': 0.06459001}"
5917,"{'sdr': 4.693130254745483, 'r2': 0.7466117143630981, 'rmse': 0.03275997}"
5918,"{'sdr': -1.1326145380735397, 'r2': 0.43516790866851807, 'rmse': 0.06406645}"
5919,"{'sdr': -1.3310995697975159, 'r2': 0.4239681363105774, 'rmse': 0.06554733}"
5920,"{'sdr': -1.1236213892698288, 'r2': 0.4356776475906372, 'rmse': 0.06400017}"
5921,"{'sdr': -0.9856133908033371, 'r2': 0.4435052275657654, 'rmse': 0.06299131}"
5922,"{'sdr': -1.734638661146164, 'r2': 0.40145283937454224, 'rmse': 0.06866445}"
5923,"{'sdr': -1.5453754365444183, 'r2': 0.41197359561920166, 'rmse': 0.067184456}"
5924,"{'sdr': -1.4743156731128693, 'r2': 0.41593730449676514, 'rmse': 0.066637054}"
5925,"{'sdr': -1.2233058363199234, 'r2': 0.430033802986145, 'rmse': 0.06473889}"
5926,"{'sdr': -1.3988977670669556, 'r2': 0.4201620817184448, 'rmse': 0.06606096}"
5927,"{'sdr': -1.3327357172966003, 'r2': 0.423878014087677, 'rmse': 0.06555968}"
5928,"{'sdr': -1.0275057703256607, 'r2': 0.44112664461135864, 'rmse': 0.06329586}"
5929,"{'sdr': -1.0013096779584885, 'r2': 0.44261395931243896, 'rmse': 0.063105255}"
5930,"{'sdr': -1.3925935328006744, 'r2': 0.420515775680542, 'rmse': 0.06601303}"
5931,"{'sdr': -1.539555937051773, 'r2': 0.41229236125946045, 'rmse': 0.067139454}"
5932,"{'sdr': -1.5269321203231812, 'r2': 0.41299712657928467, 'rmse': 0.06704194}"
5933,"{'sdr': -1.976013332605362, 'r2': 0.38817405700683594, 'rmse': 0.07059935}"
5934,"{'sdr': -1.0747303813695908, 'r2': 0.4384472966194153, 'rmse': 0.06364094}"
5935,"{'sdr': -1.442023366689682, 'r2': 0.4177447557449341, 'rmse': 0.06638977}"
5936,"{'sdr': -1.6654568910598755, 'r2': 0.40528637170791626, 'rmse': 0.06811972}"
5937,"{'sdr': -1.4026053249835968, 'r2': 0.41995441913604736, 'rmse': 0.06608917}"
5938,"{'sdr': -1.1817914992570877, 'r2': 0.432387113571167, 'rmse': 0.064430214}"
5939,"{'sdr': -1.2756560742855072, 'r2': 0.427090048789978, 'rmse': 0.06513027}"
5940,"{'sdr': -1.2121468037366867, 'r2': 0.4306725263595581, 'rmse': 0.06465578}"
5941,"{'sdr': -0.9564366936683655, 'r2': 0.44516444206237793, 'rmse': 0.062780075}"
5942,"{'sdr': -0.6354730576276779, 'r2': 0.46348440647125244, 'rmse': 0.06050254}"
5943,"{'sdr': -1.2869185209274292, 'r2': 0.42645907402038574, 'rmse': 0.06521476}"
5944,"{'sdr': -1.3187755644321442, 'r2': 0.4246613383293152, 'rmse': 0.065454386}"
5945,"{'sdr': -1.4554603397846222, 'r2': 0.41699230670928955, 'rmse': 0.066492565}"
5946,"{'sdr': -0.06847103126347065, 'r2': 0.49605870246887207, 'rmse': 0.056679174}"
5947,"{'sdr': -1.0039571672677994, 'r2': 0.44246357679367065, 'rmse': 0.063124485}"
5948,"{'sdr': -1.414814442396164, 'r2': 0.4192693829536438, 'rmse': 0.06618213}"
5949,"{'sdr': -1.4467859268188477, 'r2': 0.41741180419921875, 'rmse': 0.06642619}"
5950,"{'sdr': -1.1728930473327637, 'r2': 0.4328889846801758, 'rmse': 0.06436424}"
5951,"{'sdr': -0.9590811282396317, 'r2': 0.4450151324272156, 'rmse': 0.06279919}"
5952,"{'sdr': -1.4065419137477875, 'r2': 0.41973447799682617, 'rmse': 0.06611912}"
5953,"{'sdr': -1.126851737499237, 'r2': 0.43549126386642456, 'rmse': 0.06402397}"
5954,"{'sdr': -1.427427977323532, 'r2': 0.4185625910758972, 'rmse': 0.06627831}"
5955,"{'sdr': -1.0295677185058594, 'r2': 0.4410043954849243, 'rmse': 0.06331089}"
5956,"{'sdr': -1.5891122817993164, 'r2': 0.4095304608345032, 'rmse': 0.0675236}"
5957,"{'sdr': 6.309356689453125, 'r2': 0.8104282766580582, 'rmse': 0.027197702}"
5958,"{'sdr': -1.4192114770412445, 'r2': 0.41902267932891846, 'rmse': 0.066215634}"
5959,"{'sdr': -1.4550602436065674, 'r2': 0.41701507568359375, 'rmse': 0.06648948}"
5960,"{'sdr': -0.5396614968776703, 'r2': 0.4689735174179077, 'rmse': 0.059838828}"
5961,"{'sdr': -1.0641416162252426, 'r2': 0.43904757499694824, 'rmse': 0.06356339}"
5962,"{'sdr': -0.9953255951404572, 'r2': 0.44295400381088257, 'rmse': 0.06306179}"
5963,"{'sdr': -1.772071123123169, 'r2': 0.39938318729400635, 'rmse': 0.068961}"
5964,"{'sdr': -1.1220239847898483, 'r2': 0.4357559084892273, 'rmse': 0.063988395}"
5965,"{'sdr': -1.9825565814971924, 'r2': 0.38781625032424927, 'rmse': 0.07065255}"
5966,"{'sdr': -1.6255997121334076, 'r2': 0.40750032663345337, 'rmse': 0.06780786}"
5967,"{'sdr': -1.2409394979476929, 'r2': 0.4290478229522705, 'rmse': 0.06487046}"
5968,"{'sdr': -1.5719802677631378, 'r2': 0.41048288345336914, 'rmse': 0.067390546}"
5969,"{'sdr': -1.100766882300377, 'r2': 0.4369692802429199, 'rmse': 0.06383198}"
5970,"{'sdr': -1.1050555855035782, 'r2': 0.43672823905944824, 'rmse': 0.063863516}"
5971,"{'sdr': -1.393277794122696, 'r2': 0.4204775094985962, 'rmse': 0.06601823}"
5972,"{'sdr': 0.7008301466703415, 'r2': 0.5402573645114899, 'rmse': 0.051875044}"
5973,"{'sdr': -1.1797989904880524, 'r2': 0.43250006437301636, 'rmse': 0.06441544}"
5974,"{'sdr': -1.5470018982887268, 'r2': 0.41187745332717896, 'rmse': 0.067197025}"
5975,"{'sdr': -1.3538962602615356, 'r2': 0.42268842458724976, 'rmse': 0.06571958}"
5976,"{'sdr': -1.4950354397296906, 'r2': 0.41478365659713745, 'rmse': 0.06679621}"
5977,"{'sdr': -1.25234916806221, 'r2': 0.42840445041656494, 'rmse': 0.064955726}"
5978,"{'sdr': -1.094183623790741, 'r2': 0.4373447895050049, 'rmse': 0.06378362}"
5979,"{'sdr': -1.4497151970863342, 'r2': 0.4173184037208557, 'rmse': 0.0664486}"
5980,"{'sdr': -1.1053337156772614, 'r2': 0.436714231967926, 'rmse': 0.063865565}"
5981,"{'sdr': -0.5176946148276329, 'r2': 0.47023409605026245, 'rmse': 0.05968768}"
5982,"{'sdr': -0.47179386019706726, 'r2': 0.4728681445121765, 'rmse': 0.059373096}"
5983,"{'sdr': -1.596529483795166, 'r2': 0.4090597629547119, 'rmse': 0.06758129}"
5984,"{'sdr': -1.7026138305664062, 'r2': 0.4032258987426758, 'rmse': 0.06841175}"
5985,"{'sdr': -1.8935926258563995, 'r2': 0.39269059896469116, 'rmse': 0.0699326}"
5986,"{'sdr': -1.3651929795742035, 'r2': 0.4220539331436157, 'rmse': 0.06580512}"
5987,"{'sdr': -1.5065671503543854, 'r2': 0.4141343832015991, 'rmse': 0.066884935}"
5988,"{'sdr': -1.175035536289215, 'r2': 0.43276840448379517, 'rmse': 0.06438012}"
5989,"{'sdr': -0.9730371832847595, 'r2': 0.44422364234924316, 'rmse': 0.06290018}"
5990,"{'sdr': 0.10647831484675407, 'r2': 0.5061248540878296, 'rmse': 0.055548977}"
5991,"{'sdr': -0.4731341451406479, 'r2': 0.4727901816368103, 'rmse': 0.05938226}"
5992,"{'sdr': -1.164531260728836, 'r2': 0.4333629608154297, 'rmse': 0.06430231}"
5993,"{'sdr': -1.6939854621887207, 'r2': 0.4037039875984192, 'rmse': 0.068343826}"
5994,"{'sdr': -0.27054157108068466, 'r2': 0.4844311475753784, 'rmse': 0.058013234}"
5995,"{'sdr': -1.2389988452196121, 'r2': 0.42915767431259155, 'rmse': 0.06485596}"
5996,"{'sdr': -1.580776423215866, 'r2': 0.4099947214126587, 'rmse': 0.06745883}"
5997,"{'sdr': -1.1699901521205902, 'r2': 0.4330543875694275, 'rmse': 0.06434273}"
5998,"{'sdr': -1.0465682297945023, 'r2': 0.4400123953819275, 'rmse': 0.06343493}"
5999,"{'sdr': -1.2248153239488602, 'r2': 0.4299560785293579, 'rmse': 0.06475015}"
6000,"{'sdr': -1.421193778514862, 'r2': 0.41891103982925415, 'rmse': 0.06623076}"
6001,"{'sdr': -1.5666161477565765, 'r2': 0.41077977418899536, 'rmse': 0.06734894}"
6002,"{'sdr': -1.2045610696077347, 'r2': 0.4310975670814514, 'rmse': 0.06459934}"
6003,"{'sdr': -1.4711736142635345, 'r2': 0.4161161780357361, 'rmse': 0.06661295}"
6004,"{'sdr': -1.34425550699234, 'r2': 0.4232304096221924, 'rmse': 0.06564668}"
6005,"{'sdr': -1.0670977085828781, 'r2': 0.4388800859451294, 'rmse': 0.06358503}"
6006,"{'sdr': -1.3696452975273132, 'r2': 0.4218038320541382, 'rmse': 0.06583885}"
6007,"{'sdr': -1.7931364476680756, 'r2': 0.39822065830230713, 'rmse': 0.06912845}"
6008,"{'sdr': -1.8461325764656067, 'r2': 0.39529985189437866, 'rmse': 0.06955151}"
6009,"{'sdr': -1.256009042263031, 'r2': 0.42819827795028687, 'rmse': 0.06498311}"
6010,"{'sdr': -1.3503333926200867, 'r2': 0.4228965640068054, 'rmse': 0.065692626}"
6011,"{'sdr': -1.0098902136087418, 'r2': 0.44212645292282104, 'rmse': 0.063167624}"
